BM-0028,2026-06-26T12:13:03.112069+00:00,deepseek/deepseek-v4-flash,profiles/investigation.md,tasks/review.md,fixtures/dotnet-investigation,1082,1193,20015,0.000482052,stop,,,,,
BM-0029,2026-06-26T12:14:04.574029+00:00,deepseek/deepseek-v4-flash,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-investigation,1064,679,61437,0.000271264,stop,,,,,
BM-0030,2026-06-26T12:14:14.026789+00:00,openai/gpt-oss-20b,profiles/baseline.md,tasks/review.md,fixtures/dotnet-investigation,1143,1200,9437,0.00019029,length,,,,,
BM-0031,2026-06-26T12:14:31.955444+00:00,openai/gpt-oss-20b,profiles/distilled.md,tasks/review.md,fixtures/dotnet-investigation,1388,1186,17906,,error,,,,,
BM-0032,2026-06-26T12:14:40.100484+00:00,openai/gpt-oss-20b,profiles/ultra.md,tasks/review.md,fixtures/dotnet-investigation,1099,1200,8125,0.00018897,length,,,,,
BM-0033,2026-06-26T12:14:43.178996+00:00,openai/gpt-oss-20b,profiles/investigation.md,tasks/review.md,fixtures/dotnet-investigation,1137,1200,3079,0.000445275,length,,,,,
BM-0034,2026-06-26T12:14:47.913884+00:00,openai/gpt-oss-20b,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-investigation,1116,1200,4734,0.00025812,length,,,,,
BM-0035,2026-06-26T12:15:08.584276+00:00,qwen/qwen3.5-flash-02-23,profiles/baseline.md,tasks/review.md,fixtures/dotnet-investigation,1148,3682,20656,0.00103194,stop,,,,,
BM-0036,2026-06-26T12:15:35.830111+00:00,qwen/qwen3.5-flash-02-23,profiles/distilled.md,tasks/review.md,fixtures/dotnet-investigation,1171,5345,27219,0.001465815,stop,,,,,
BM-0037,2026-06-26T12:15:53.813492+00:00,qwen/qwen3.5-flash-02-23,profiles/ultra.md,tasks/review.md,fixtures/dotnet-investigation,1108,3890,17969,0.00108342,stop,,,,,
BM-0038,2026-06-26T12:16:25.082777+00:00,qwen/qwen3.5-flash-02-23,profiles/investigation.md,tasks/review.md,fixtures/dotnet-investigation,1143,6726,31250,0.001823055,length,,,,,
BM-0039,2026-06-26T12:16:46.925265+00:00,qwen/qwen3.5-flash-02-23,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-investigation,1123,4222,21828,0.001170715,stop,,,,,
BM-0040,2026-06-26T12:16:58.327395+00:00,qwen/qwen3-coder-30b-a3b-instruct,profiles/baseline.md,tasks/review.md,fixtures/dotnet-investigation,1027,420,11390,0.00018949,stop,,,,,
BM-0041,2026-06-26T12:17:05.413813+00:00,qwen/qwen3-coder-30b-a3b-instruct,profiles/distilled.md,tasks/review.md,fixtures/dotnet-investigation,1040,418,7062,0.00018566,stop,,,,,
BM-0042,2026-06-26T12:17:11.904719+00:00,qwen/qwen3-coder-30b-a3b-instruct,profiles/ultra.md,tasks/review.md,fixtures/dotnet-investigation,984,303,6469,0.00015372,stop,,,,,
BM-0043,2026-06-26T12:17:25.869528+00:00,qwen/qwen3-coder-30b-a3b-instruct,profiles/investigation.md,tasks/review.md,fixtures/dotnet-investigation,1016,643,13937,0.00025116,stop,,,,,
BM-0044,2026-06-26T12:17:35.381110+00:00,qwen/qwen3-coder-30b-a3b-instruct,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-investigation,1000,471,9500,0.00020188,stop,,,,,
BM-0045,2026-06-28T16:34:04.199513+00:00,anthropic/claude-sonnet-4-6,auto,profiles/investigation.md,tasks/investigate.md,fixtures/dotnet-investigation,1376,706,16094,0.014718,stop,,,,,
BM-0046,2026-06-28T16:34:13.517889+00:00,anthropic/claude-sonnet-4-6,auto,profiles/baseline.md,tasks/investigate.md,fixtures/dotnet-investigation,1380,241,9297,0.007755,stop,,,,,
BM-0047,2026-06-28T16:34:21.152056+00:00,google/gemini-2.5-flash,auto,profiles/investigation.md,tasks/investigate.md,fixtures/dotnet-investigation,1257,1256,7640,,stop,,,,,
BM-0048,2026-06-28T16:34:24.529418+00:00,google/gemini-2.5-flash,auto,profiles/baseline.md,tasks/investigate.md,fixtures/dotnet-investigation,1261,262,3359,,stop,,,,,
BM-0049,2026-06-28T16:34:45.137899+00:00,deepseek/deepseek-r1,auto,profiles/investigation.md,tasks/investigate.md,fixtures/dotnet-investigation,1111,1500,20610,0.010559835,length,,,,,
BM-0050,2026-06-28T16:37:47.228886+00:00,deepseek/deepseek-r1,auto,profiles/baseline.md,tasks/investigate.md,fixtures/dotnet-investigation,1121,5036,182063,0.0133747,stop,,,,,
BM-0051,2026-06-28T16:40:50.943640+00:00,anthropic/claude-sonnet-4-6,auto,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-review,1373,1455,31250,0.025944,stop,,,,,
BM-0052,2026-06-28T16:41:17.042370+00:00,anthropic/claude-sonnet-4-6,auto,profiles/baseline.md,tasks/review.md,fixtures/dotnet-review,1397,1195,26094,0.022116,stop,,,,,
BM-0053,2026-06-28T16:41:26.477166+00:00,google/gemini-2.5-flash,auto,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-review,1277,1495,9421,,length,,,,,
BM-0054,2026-06-28T16:41:33.899201+00:00,google/gemini-2.5-flash,auto,profiles/baseline.md,tasks/review.md,fixtures/dotnet-review,1303,1192,7422,,stop,,,,,
BM-0055,2026-06-28T16:41:50.832833+00:00,deepseek/deepseek-r1,auto,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-review,1151,1500,16938,0.010619235,length,,,,,
BM-0056,2026-06-28T16:44:07.478084+00:00,deepseek/deepseek-r1,auto,profiles/baseline.md,tasks/review.md,fixtures/dotnet-review,1179,3699,136640,0.0100728,stop,,,,,
BM-0057,2026-06-28T17:09:23.951704+00:00,google/gemini-2.5-flash,auto,profiles/investigation.md,tasks/investigate.md,fixtures/dotnet-investigation,1257,1198,,7734,,length,,,,,
BM-0058,2026-06-28T17:09:58.580990+00:00,google/gemini-2.5-flash,auto,profiles/reviewer.md,tasks/review.md,fixtures/dotnet-review,1277,1352,,7906,,stop,,,,,
BM-0059,2026-06-28T17:10:06.553609+00:00,google/gemini-2.5-flash,auto,profiles/baseline.md,tasks/review.md,fixtures/dotnet-review,1303,1192,,7985,,stop,,,,,
BM-0060,2026-06-28T17:20:14.891745+00:00,google/gemini-2.5-flash,auto,profiles/investigation.md,tasks/investigate.md,fixtures/dotnet-investigation,1257,1158,,7110,,stop,,,,,
